multi-speaker,dev/video/80102010.mp4,80,2 3024 4412 5250 192 5259 5686 2563 4221
multi-speaker,dev/video/80100195.mp4,100,2 4131 4675 3128 4115 4416 798 2504 1028 3115 2859 512 793
multi-speaker,dev/video/80100014.mp4,74,4460 3772 3379 87 2805 5851 3675 1478
multi-speaker,dev/video/80100051.mp4,85,2 4664 4100 820 965 2811 313 3390 1134 803
multi-speaker,dev/video/80100202.mp4,59,1607 4591 3105 3532 1922
multi-speaker,dev/video/80100020.mp4,73,2 329 4386 1969 5361 1068 1969 5361
multi-speaker,dev/video/80103233.mp4,100,2 3180 2882 2060 4287 3047 4769 790 150 803 701 4993 2893
multi-speaker,dev/video/80103235.mp4,68,1607 2170 2859 1991 3097 1083 4296 2504
multi-speaker,dev/video/80102204.mp4,86,2 3789 2503 2498 1623 3313 4403 4596 1188 4994 1655
multi-speaker,dev/video/80100227.mp4,62,2 1730 5207 1027 2446 1593 5729 4352
multi-speaker,dev/video/80102072.mp4,103,4388 5705 4222 381 4686 1781 446 2170 313 3967
multi-speaker,dev/video/80101003.mp4,84,2 4649 1552 3084 3390 2613 5832 817 2853
multi-speaker,dev/video/80103191.mp4,98,2 2300 1539 3924 2860 2300 1539 2594 1734 1721
multi-speaker,dev/video/80103120.mp4,104,2 3984 313 941 5786 1543 2076 5274 224 803 355 3174 3777
multi-speaker,dev/video/80103090.mp4,83,2 468 5756 3142 2825 5029 5250 5557 3060 2798
multi-speaker,dev/video/80103204.mp4,115,5157 4647 328 352 5280 1721 5704 5892 2909
multi-speaker,dev/video/80101202.mp4,108,3098 3877 701 2707 4492 4705 1208 2707 1208 492 4669
multi-speaker,dev/video/80100096.mp4,86,2 1123 1123 5551 4459 21 3099 5340
multi-speaker,dev/video/80100006.mp4,72,2 2352 4252 3877 5616 1922 803 2895 2936
multi-speaker,dev/video/80100093.mp4,73,4460 843 386 2954 1149 1402 2954
multi-speaker,dev/video/80103240.mp4,81,2 3796 1781 3877 3097 4560 803 3048
multi-speaker,dev/video/80101168.mp4,102,2 5019 3854 5250 4653 3792 4881 325 5486 4948 5835 2387
multi-speaker,dev/video/80100055.mp4,91,2 1432 146 3874 699 1076 1499 329 1432 1432 803 5781 2561 2853
multi-speaker,dev/video/80100011.mp4,85,5398 878 1125 5189 2550 4468 4758 3602 3097
multi-speaker,dev/video/80101221.mp4,93,3098 3446 3047 1710 1065 2282 800 1027 374 2475
multi-speaker,dev/video/80103226.mp4,74,2 708 5704 3496 2080 2396 3178
multi-speaker,dev/video/80101076.mp4,101,2 5640 3097 5514 5580 3097 4675 803 4733 4617 62
multi-speaker,dev/video/80102133.mp4,103,2 5019 2622 3476 1711 3199 5835 1596 468 3084 5395 1028 5723
multi-speaker,dev/video/80103047.mp4,103,2 5641 4287 371 1669 3951 893 965 3728 4745 3814 2223
multi-speaker,dev/video/80100042.mp4,74,2 3296 468 5828 803 5103 5250 1539
multi-speaker,dev/video/80101098.mp4,69,2 763 3807 2777 3836 2304 5539
multi-speaker,dev/video/80103056.mp4,78,2 5584 3882 3721 5280 5847 2074 5838 3588 5
multi-speaker,dev/video/80103230.mp4,70,2 3174 143 1083 4769 230 230 230
multi-speaker,dev/video/80100106.mp4,80,2 5250 2136 820 5019 4926 2186 2300 560
multi-speaker,dev/video/80100234.mp4,62,2179 313 3194 256 3608 561
multi-speaker,dev/video/80100086.mp4,75,2 114 2831 4234 4614 4448 2242 4743 4743
multi-speaker,dev/video/80100129.mp4,71,6 512 2504 3816 1842 4047 5
multi-speaker,dev/video/80100187.mp4,110,2 4705 5012 5828 2300 3099 4381 296 5585 1606 2286
multi-speaker,dev/video/80102230.mp4,81,2 2878 1539 5286 3588 2080 820 1608 3070
multi-speaker,dev/video/80101009.mp4,74,4460 3084 3501 2446 5020 1358 5771 1229 2853
multi-speaker,dev/video/80103084.mp4,63,2 708 246 3896 3235 1224
multi-speaker,dev/video/80100061.mp4,72,2 1611 4994 5605 793 313 3744 2444
multi-speaker,dev/video/80101228.mp4,84,2 4465 411 893 5106 2187 5585
multi-speaker,dev/video/80101181.mp4,107,2 4599 4599 3300 4416 1679 1623 21 3174 4429 4757 2013
multi-speaker,dev/video/80102003.mp4,74,2 5021 3588 2197 2909 2550 2282 62
multi-speaker,dev/video/80101054.mp4,63,2 5230 313 5580 5557 2800 1109 62
multi-speaker,dev/video/80103130.mp4,105,2 2094 560 1083 5087 4762 367 3502 5342 4859 1773 3674
multi-speaker,dev/video/80101222.mp4,91,2 5230 5055 4287 2929 4953 761 5892 910 5243
multi-speaker,dev/video/80103193.mp4,67,2 637 2351 2301 1310 1606
multi-speaker,dev/video/80101100.mp4,89,2 3877 5 2094 792 1879 893 803 3502
multi-speaker,dev/video/80101122.mp4,95,2 5584 1606 4081 790 5628 581 803 4272 2893 5250 1229 2504
multi-speaker,dev/video/80101138.mp4,96,3098 2878 5422 3979 5422 3390 803 2178 411 1000 2601 2504
multi-speaker,dev/video/80102220.mp4,74,4460 5666 3984 358 3208 3877 1286 2795
multi-speaker,dev/video/80102093.mp4,79,2 5584 4745 129 3619 3099 4131 3744 4131 3744
multi-speaker,dev/video/80103208.mp4,82,2 4131 975 2504 4997 2341 21 803 5019 1003 1256 3174 5
multi-speaker,dev/video/80102064.mp4,59,2 5567 3097 960 4352 1065 1539 2798
multi-speaker,dev/video/80102070.mp4,86,2 3594 192 2800 1109 1027 2504 5019 4686 1697 3068
multi-speaker,dev/video/80103133.mp4,100,2 1556 2859 3706 3858 5892 4678 2678 5038 1442 3129
multi-speaker,dev/video/80102110.mp4,96,744 3555 313 5644 5109 1117 2474 5699 637 4891
multi-speaker,dev/video/80101169.mp4,79,2 4359 512 5539 4950 3395 2504 3178
multi-speaker,dev/video/80103100.mp4,88,2 5222 5280 2285 353 5509 500 803 2740
multi-speaker,dev/video/80101188.mp4,56,3098 255 3988 338
multi-speaker,dev/video/80100005.mp4,72,4460 313 2262 3195 803 5250 1027 1606
multi-speaker,dev/video/80100035.mp4,96,2 2714 4210 4674 2504 1641 2170 5713 2301 3588 4615 2504
multi-speaker,dev/video/80100125.mp4,78,2 5338 3792 803 5230 5580 313 5442 1125 229
multi-speaker,dev/video/80102203.mp4,99,2 5567 4836 3910 960 1641 1781 454 1641 5250 352 1711
multi-speaker,dev/video/80101022.mp4,91,2 3879 708 4762 1189 2504 3979 313 5580 5
multi-speaker,dev/video/80101248.mp4,70,2 5250 320 1641 3620 591
multi-speaker,dev/video/80102042.mp4,66,2 4559 2441 3777 1722 1781 5723 4922 2798
multi-speaker,dev/video/80100175.mp4,79,2 1710 2517 567 2074 5299 2267 3843
multi-speaker,dev/video/80103144.mp4,97,2 2155 3561 3877 3396 4793 1409 449 5704 803 2882 3174 468 1409
multi-speaker,dev/video/80103194.mp4,84,2 3772 5397 1502 946 5869 4591 5533 1890 2080
